,Date,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,labels
1064,20180114,8,-3.8,79,0.8,412,-6.9,0.0,0.0,0.0,4,0,1,1
1065,20180114,9,-3.4,77,1.6,432,-6.8,0.12,0.0,0.0,4,0,1,1
1066,20180114,10,-2.1,72,1.7,489,-6.4,0.34,0.0,0.0,4,0,1,1
1067,20180114,11,-0.5,64,0.7,537,-6.4,0.49,0.0,0.0,4,0,1,1
1068,20180114,12,1.2,58,0.8,550,-6.1,0.74,0.0,0.0,4,0,1,1
1069,20180114,13,3.0,52,1.4,568,-5.9,0.9,0.0,0.0,4,0,1,1
1070,20180114,14,3.7,53,0.6,592,-5.0,0.74,0.0,0.0,4,0,1,1
1071,20180114,15,4.6,50,0.9,824,-4.9,0.62,0.0,0.0,4,0,1,1
1072,20180114,16,5.3,49,1.8,982,-4.5,0.43,0.0,0.0,4,0,1,1
1073,20180114,17,4.5,51,1.1,1244,-4.7,0.17,0.0,0.0,4,0,1,1
1074,20180114,18,4.1,53,1.3,1132,-4.6,0.0,0.0,0.0,4,0,1,1
1075,20180114,19,3.9,54,1.1,1102,-4.5,0.0,0.0,0.0,4,0,1,1
1076,20180114,20,3.5,55,1.0,1100,-4.7,0.0,0.0,0.0,4,0,1,1
1077,20180114,21,3.1,58,0.4,936,-4.3,0.0,0.0,0.0,4,0,1,1
1078,20180114,22,2.8,60,0.6,829,-4.2,0.0,0.0,0.0,4,0,1,1
1079,20180114,23,2.7,60,0.6,794,-4.3,0.0,0.0,0.0,4,0,1,1
1080,20180115,0,3.0,60,0.5,842,-4.0,0.0,0.0,0.0,4,0,1,1
1081,20180115,1,3.0,62,0.9,835,-3.5,0.0,0.0,0.0,4,0,1,1
1082,20180115,2,3.6,65,0.9,959,-2.3,0.0,0.0,0.0,4,0,1,1
1083,20180115,3,4.4,70,1.7,928,-0.6,0.0,0.0,0.0,4,0,1,1
1084,20180115,4,4.9,73,1.8,881,0.4,0.0,0.0,0.0,4,0,1,1
1085,20180115,5,5.0,76,1.9,808,1.1,0.0,0.0,0.0,4,0,1,1
1086,20180115,6,4.9,83,3.0,582,2.2,0.0,0.0,0.0,4,0,1,1
1087,20180115,7,4.4,87,1.0,357,2.4,0.0,0.0,0.0,4,0,1,1
1088,20180115,8,4.1,85,1.1,470,1.7,0.0,0.0,0.0,4,0,1,1
1089,20180115,9,3.9,86,1.7,399,1.7,0.11,0.2,0.0,4,0,1,1
1090,20180115,10,4.2,82,2.2,560,1.3,0.22,0.0,0.0,4,0,1,1
1091,20180115,11,4.7,75,2.3,533,0.6,0.54,0.0,0.0,4,0,1,1
1092,20180115,12,6.2,64,1.9,549,-0.1,0.79,0.0,0.0,4,0,1,1
1093,20180115,13,6.1,61,2.3,534,-0.8,0.91,0.0,0.0,4,0,1,1
1094,20180115,14,7.1,52,2.1,646,-2.1,0.76,0.0,0.0,4,0,1,1
1095,20180115,15,7.4,38,1.7,817,-6.0,0.63,0.0,0.0,4,0,1,1
1096,20180115,16,7.5,37,0.9,813,-6.2,0.48,0.0,0.0,4,0,1,1
1097,20180115,17,6.5,40,0.8,804,-6.1,0.23,0.0,0.0,4,0,1,1
1098,20180115,18,5.2,44,1.3,647,-6.0,0.0,0.0,0.0,4,0,1,1
1099,20180115,19,4.4,53,1.2,538,-4.3,0.0,0.0,0.0,4,0,1,1
1100,20180115,20,3.7,58,1.3,474,-3.8,0.0,0.0,0.0,4,0,1,1
1101,20180115,21,3.4,59,0.8,471,-3.8,0.0,0.0,0.0,4,0,1,1
1102,20180115,22,3.0,61,1.6,460,-3.8,0.0,0.0,0.0,4,0,1,1
1103,20180115,23,2.4,63,0.6,443,-3.9,0.0,0.0,0.0,4,0,1,1
1104,20180116,0,1.8,67,1.2,387,-3.6,0.0,0.0,0.0,4,0,1,1
1105,20180116,1,1.2,64,0.7,455,-4.8,0.0,0.0,0.0,4,0,1,1
1106,20180116,2,0.5,72,0.7,385,-3.9,0.0,0.0,0.0,4,0,1,1
1107,20180116,3,0.3,70,0.6,438,-4.5,0.0,0.0,0.0,4,0,1,1
1108,20180116,4,0.8,65,0.7,502,-5.0,0.0,0.0,0.0,4,0,1,1
1109,20180116,5,1.1,64,0.5,505,-4.9,0.0,0.0,0.0,4,0,1,1
1110,20180116,6,1.2,69,0.6,436,-3.8,0.0,0.0,0.0,4,0,1,1
1111,20180116,7,1.1,69,0.6,418,-3.9,0.0,0.0,0.0,4,0,1,1
1112,20180116,8,1.2,68,0.6,411,-4.0,0.0,0.0,0.0,4,0,1,1
1113,20180116,9,1.9,65,0.8,402,-3.9,0.06,0.0,0.0,4,0,1,1
1114,20180116,10,2.7,60,0.5,392,-4.3,0.18,0.0,0.0,4,0,1,1
1115,20180116,11,3.9,57,0.8,363,-3.8,0.28,0.0,0.0,4,0,1,1
1116,20180116,12,5.2,52,1.2,349,-3.8,0.45,0.0,0.0,4,0,1,1
1117,20180116,13,5.8,47,0.8,382,-4.6,0.53,0.0,0.0,4,0,1,1
1118,20180116,14,6.5,43,0.8,468,-5.2,0.52,0.0,0.0,4,0,1,1
1119,20180116,15,6.3,40,0.3,498,-6.3,0.19,0.0,0.0,4,0,1,1
1120,20180116,16,5.8,50,0.9,547,-3.8,0.11,0.0,0.0,4,0,1,1
1121,20180116,17,5.2,58,0.8,462,-2.4,0.08,0.0,0.0,4,0,1,1
1122,20180116,18,4.9,59,1.4,427,-2.4,0.0,0.0,0.0,4,0,1,1
1123,20180116,19,4.6,57,1.0,432,-3.2,0.0,0.0,0.0,4,0,1,1
1124,20180116,20,4.5,58,0.8,383,-3.0,0.0,0.0,0.0,4,0,1,1
1125,20180116,21,4.3,56,0.7,434,-3.7,0.0,0.0,0.0,4,0,1,1
1126,20180116,22,4.0,57,0.3,430,-3.7,0.0,0.0,0.0,4,0,1,1
1127,20180116,23,3.9,60,0.9,379,-3.1,0.0,0.0,0.0,4,0,1,1
1128,20180117,0,3.5,62,0.4,382,-3.1,0.0,0.0,0.0,4,0,1,1
1129,20180117,1,3.3,64,0.4,339,-2.8,0.0,0.0,0.0,4,0,1,1
1130,20180117,2,3.1,65,0.8,310,-2.8,0.0,0.0,0.0,4,0,1,1
1131,20180117,3,3.0,67,0.8,297,-2.5,0.0,0.0,0.0,4,0,1,1
1132,20180117,4,3.0,68,0.5,322,-2.3,0.0,0.0,0.0,4,0,1,1
1133,20180117,5,2.9,66,0.8,325,-2.8,0.0,0.0,0.0,4,0,1,1
1134,20180117,6,2.7,71,1.1,270,-2.0,0.0,0.0,0.0,4,0,1,1
1135,20180117,7,2.5,71,0.9,289,-2.2,0.0,0.0,0.0,4,0,1,1
1136,20180117,8,2.6,70,0.6,296,-2.3,0.0,0.0,0.0,4,0,1,1
1137,20180117,9,3.0,66,0.7,306,-2.7,0.12,0.0,0.0,4,0,1,1
1138,20180117,10,4.3,58,0.5,401,-3.2,0.23,0.0,0.0,4,0,1,1
1139,20180117,11,6.0,51,1.0,436,-3.3,0.55,0.0,0.0,4,0,1,1
1140,20180117,12,8.1,51,1.4,367,-1.4,0.75,0.0,0.0,4,0,1,1
1141,20180117,13,8.0,54,1.8,435,-0.7,0.57,0.0,0.0,4,0,1,1
1142,20180117,14,7.7,54,2.6,313,-1.0,0.58,0.0,0.0,4,0,1,1
1143,20180117,15,8.5,49,1.3,400,-1.6,0.73,0.0,0.0,4,0,1,1
1144,20180117,16,8.3,54,1.2,330,-0.4,0.44,0.0,0.0,4,0,1,1
1145,20180117,17,7.2,57,3.3,342,-0.7,0.19,0.0,0.0,4,0,1,1
1146,20180117,18,5.2,62,2.9,503,-1.5,0.01,0.0,0.0,4,0,1,1
1147,20180117,19,4.2,68,2.4,446,-1.1,0.0,0.0,0.0,4,0,1,1
1148,20180117,20,3.5,72,1.7,361,-1.0,0.0,0.0,0.0,4,0,1,1
1149,20180117,21,3.1,74,1.1,333,-1.0,0.0,0.0,0.0,4,0,1,1
1150,20180117,22,2.8,74,0.5,309,-1.3,0.0,0.0,0.0,4,0,1,1
1151,20180117,23,2.7,74,0.8,291,-1.4,0.0,0.0,0.0,4,0,1,1
1152,20180118,0,2.7,73,1.0,290,-1.6,0.0,0.0,0.0,4,0,1,1
1153,20180118,1,3.2,72,1.9,306,-1.3,0.0,0.0,0.0,4,0,1,1
1154,20180118,2,3.3,73,1.2,288,-1.0,0.0,0.0,0.0,4,0,1,1
1155,20180118,3,3.6,74,1.7,273,-0.6,0.0,0.0,0.0,4,0,1,1
1156,20180118,4,3.3,80,2.1,232,0.1,0.0,0.0,0.0,4,0,1,1
1157,20180118,5,2.6,82,2.0,229,-0.1,0.0,0.0,0.0,4,0,1,1
1158,20180118,6,2.2,82,2.0,211,-0.5,0.0,0.0,0.0,4,0,1,1
1159,20180118,7,1.5,86,1.1,189,-0.5,0.0,0.0,0.0,4,0,1,1
1160,20180118,8,1.1,86,1.2,197,-0.9,0.0,0.0,0.0,4,0,1,1
1161,20180118,9,1.2,84,2.1,210,-1.2,0.07,0.0,0.0,4,0,1,1
1162,20180118,10,1.4,81,2.1,255,-1.5,0.21,0.0,0.0,4,0,1,1
1163,20180118,11,1.8,75,1.8,301,-2.1,0.35,0.0,0.0,4,0,1,1
1164,20180118,12,2.5,72,2.4,256,-2.0,0.0,0.0,0.0,4,0,1,1
1165,20180118,13,3.5,54,3.2,463,-4.9,0.68,0.0,0.0,4,0,1,1
1166,20180118,14,4.4,42,2.3,719,-7.4,0.72,0.0,0.0,4,0,1,1
1167,20180118,15,4.2,36,2.3,957,-9.5,0.57,0.0,0.0,4,0,1,1
1168,20180118,16,3.6,42,2.4,883,-8.1,0.29,0.0,0.0,4,0,1,1
1169,20180118,17,2.8,46,2.1,858,-7.6,0.14,0.0,0.0,4,0,1,1
1170,20180118,18,2.0,39,2.1,1259,-10.5,0.01,0.0,0.0,4,0,1,1
1171,20180118,19,1.5,41,1.0,1210,-10.3,0.0,0.0,0.0,4,0,1,1
1172,20180118,20,1.1,44,1.2,1171,-9.8,0.0,0.0,0.0,4,0,1,1
1173,20180118,21,0.8,45,1.5,1184,-9.8,0.0,0.0,0.0,4,0,1,1
1174,20180118,22,0.7,45,2.0,1084,-9.9,0.0,0.0,0.0,4,0,1,1
1175,20180118,23,0.6,47,2.3,1046,-9.4,0.0,0.0,0.0,4,0,1,1
1176,20180119,0,0.3,45,1.8,1154,-10.2,0.0,0.0,0.0,4,0,1,1
1177,20180119,1,0.0,43,1.7,1250,-11.1,0.0,0.0,0.0,4,0,1,1
1178,20180119,2,-0.3,44,1.7,1295,-11.1,0.0,0.0,0.0,4,0,1,1
1179,20180119,3,-0.6,43,1.7,1316,-11.6,0.0,0.0,0.0,4,0,1,1
1180,20180119,4,-0.7,45,1.4,1241,-11.1,0.0,0.0,0.0,4,0,1,1
1181,20180119,5,-1.4,47,1.4,1301,-11.2,0.0,0.0,0.0,4,0,1,1
1182,20180119,6,-1.8,49,1.4,1359,-11.1,0.0,0.0,0.0,4,0,1,1
1183,20180119,7,-2.0,49,1.9,1281,-11.3,0.0,0.0,0.0,4,0,1,1
1184,20180119,8,-2.5,50,1.0,1281,-11.5,0.0,0.0,0.0,4,0,1,1
1185,20180119,9,-2.1,42,1.3,1519,-13.3,0.17,0.0,0.0,4,0,1,1
1186,20180119,10,0.0,29,1.3,1592,-15.9,0.52,0.0,0.0,4,0,1,1
1187,20180119,11,2.2,20,0.6,1794,-18.5,0.83,0.0,0.0,4,0,1,1
1188,20180119,12,4.3,28,1.5,1858,-12.6,0.98,0.0,0.0,4,0,1,1
1189,20180119,13,4.7,26,2.6,1370,-13.2,1.11,0.0,0.0,4,0,1,1
1190,20180119,14,4.7,24,3.6,1552,-14.2,1.08,0.0,0.0,4,0,1,1
1191,20180119,15,5.4,25,2.4,1686,-13.1,0.9,0.0,0.0,4,0,1,1
1192,20180119,16,4.9,27,2.8,1648,-12.5,0.65,0.0,0.0,4,0,1,1
1193,20180119,17,4.1,34,3.1,1810,-10.3,0.28,0.0,0.0,4,0,1,1
1194,20180119,18,2.9,45,1.6,1629,-7.8,0.04,0.0,0.0,4,0,1,1
1195,20180119,19,2.0,48,1.8,1519,-7.8,0.0,0.0,0.0,4,0,1,1
1196,20180119,20,1.2,51,0.6,1544,-7.8,0.0,0.0,0.0,4,0,1,1
1197,20180119,21,0.5,52,0.8,1595,-8.2,0.0,0.0,0.0,4,0,1,1
1198,20180119,22,0.0,56,0.8,1544,-7.7,0.0,0.0,0.0,4,0,1,1
1199,20180119,23,-0.5,59,0.9,1487,-7.5,0.0,0.0,0.0,4,0,1,1
1200,20180120,0,-0.6,60,0.6,1433,-7.4,0.0,0.0,0.0,4,0,1,1
1201,20180120,1,-0.9,64,0.4,1273,-6.8,0.0,0.0,0.0,4,0,1,1
1202,20180120,2,-0.9,65,0.6,1369,-6.6,0.0,0.0,0.0,4,0,1,1
1203,20180120,3,-0.9,65,0.2,1359,-6.6,0.0,0.0,0.0,4,0,1,1
1204,20180120,4,-0.7,65,0.6,1226,-6.4,0.0,0.0,0.0,4,0,1,1
1205,20180120,5,-0.3,62,0.6,862,-6.7,0.0,0.0,0.0,4,0,1,1
1206,20180120,6,-0.1,60,0.4,1080,-6.9,0.0,0.0,0.0,4,0,1,1
1207,20180120,7,0.2,60,0.3,1145,-6.6,0.0,0.0,0.0,4,0,1,1
1208,20180120,8,0.3,63,0.4,1140,-5.9,0.0,0.0,0.0,4,0,1,1
1209,20180120,9,0.9,63,0.9,1090,-5.3,0.07,0.0,0.0,4,0,1,1
1210,20180120,10,2.1,60,1.2,1005,-4.8,0.3,0.0,0.0,4,0,1,1
1211,20180120,11,3.7,59,1.8,978,-3.5,0.51,0.0,0.0,4,0,1,1
1212,20180120,12,5.3,55,2.6,904,-3.0,0.85,0.0,0.0,4,0,1,1
1213,20180120,13,6.3,55,3.0,792,-2.0,0.85,0.0,0.0,4,0,1,1
1214,20180120,14,5.9,61,3.2,623,-1.0,0.52,0.0,0.0,4,0,1,1
1215,20180120,15,6.3,55,3.0,355,-2.0,0.68,0.0,0.0,4,0,1,1
1216,20180120,16,6.6,42,3.0,355,-5.4,0.48,0.0,0.0,4,0,1,1
1217,20180120,17,5.7,53,1.8,276,-3.1,0.22,0.0,0.0,4,0,1,1
1218,20180120,18,4.6,55,3.2,232,-3.6,0.03,0.0,0.0,4,0,1,1
1219,20180120,19,3.5,66,1.7,187,-2.2,0.0,0.0,0.0,4,0,1,1
1220,20180120,20,2.9,66,1.2,173,-2.8,0.0,0.0,0.0,4,0,1,1
1221,20180120,21,2.1,48,2.8,346,-7.7,0.0,0.0,0.0,4,0,1,1
1222,20180120,22,1.5,48,2.4,422,-8.3,0.0,0.0,0.0,4,0,1,1
1223,20180120,23,0.8,53,1.7,382,-7.7,0.0,0.0,0.0,4,0,1,1
1224,20180121,0,-0.3,60,1.9,340,-7.1,0.0,0.0,0.0,4,0,1,1
1225,20180121,1,-0.8,58,0.4,400,-8.0,0.0,0.0,0.0,4,0,1,1
1226,20180121,2,-1.5,63,1.0,380,-7.6,0.0,0.0,0.0,4,0,1,1
1227,20180121,3,-2.0,60,0.5,474,-8.7,0.0,0.0,0.0,4,0,1,1
1228,20180121,4,-2.3,47,0.7,984,-12.1,0.0,0.0,0.0,4,0,1,1
1229,20180121,5,-2.6,49,1.1,1065,-11.8,0.0,0.0,0.0,4,0,1,1
1230,20180121,6,-3.1,54,1.4,1037,-11.1,0.0,0.0,0.0,4,0,1,1
1231,20180121,7,-3.2,54,1.2,1113,-11.2,0.0,0.0,0.0,4,0,1,1
1232,20180121,8,-3.6,53,0.5,1227,-11.8,0.0,0.0,0.0,4,0,1,1
1233,20180121,9,-3.2,46,0.8,1091,-13.2,0.15,0.0,0.0,4,0,1,1
1234,20180121,10,-1.3,37,0.8,1070,-14.1,0.47,0.0,0.0,4,0,1,1
1235,20180121,11,1.9,25,1.0,1493,-16.1,0.78,0.0,0.0,4,0,1,1
1236,20180121,12,3.9,30,1.6,1085,-12.1,0.91,0.0,0.0,4,0,1,1
1237,20180121,13,4.9,22,2.0,1446,-15.0,1.0,0.0,0.0,4,0,1,1
1238,20180121,14,5.4,18,1.2,1923,-17.0,0.96,0.0,0.0,4,0,1,1
1239,20180121,15,5.4,20,2.2,1890,-15.8,0.8,0.0,0.0,4,0,1,1
1240,20180121,16,4.7,17,2.1,2000,-18.3,0.55,0.0,0.0,4,0,1,1
1241,20180121,17,3.8,20,1.3,2000,-17.1,0.24,0.0,0.0,4,0,1,1
1242,20180121,18,2.5,24,2.0,2000,-16.0,0.02,0.0,0.0,4,0,1,1
1243,20180121,19,1.3,25,1.3,2000,-16.6,0.0,0.0,0.0,4,0,1,1
1244,20180121,20,0.3,27,0.4,2000,-16.5,0.0,0.0,0.0,4,0,1,1
1245,20180121,21,-0.1,29,0.5,2000,-16.0,0.0,0.0,0.0,4,0,1,1
1246,20180121,22,-0.3,32,0.7,2000,-15.0,0.0,0.0,0.0,4,0,1,1
1247,20180121,23,-0.4,32,0.6,2000,-15.1,0.0,0.0,0.0,4,0,1,1
1248,20180122,0,-0.2,30,0.4,2000,-15.7,0.0,0.0,0.0,4,0,1,1
1249,20180122,1,-0.2,32,0.7,2000,-14.9,0.0,0.0,0.0,4,0,1,1
1250,20180122,2,-0.2,33,1.4,2000,-14.5,0.0,0.0,0.0,4,0,1,1
1251,20180122,3,-0.3,31,0.3,2000,-15.4,0.0,0.0,0.0,4,0,1,1
1252,20180122,4,0.0,32,0.4,2000,-14.7,0.0,0.0,0.0,4,0,1,1
1253,20180122,5,0.0,32,0.7,2000,-14.7,0.0,0.0,0.0,4,0,1,1
1254,20180122,6,0.0,33,0.4,2000,-14.3,0.0,0.0,0.0,4,0,1,1
1255,20180122,7,-0.4,34,1.0,1989,-14.3,0.0,0.0,0.0,4,0,1,1
1256,20180122,8,-0.7,32,0.5,1991,-15.3,0.0,0.0,0.0,4,0,1,1
1257,20180122,9,0.1,33,0.8,1901,-14.3,0.06,0.0,0.0,4,0,1,1
1258,20180122,10,1.1,31,0.7,1898,-14.1,0.25,0.0,0.0,4,0,1,1
1259,20180122,11,2.4,27,0.9,1796,-14.7,0.47,0.0,0.0,4,0,1,1
1260,20180122,12,3.9,28,0.9,1383,-12.9,0.6,0.0,0.0,4,0,1,1
1261,20180122,13,3.9,33,0.6,1249,-10.9,0.19,0.0,0.0,4,0,1,1
1262,20180122,14,3.3,73,0.4,744,-1.0,0.11,0.0,0.0,4,0,1,1
1263,20180122,15,3.6,69,1.8,655,-1.5,0.17,0.0,0.0,4,0,1,1
1264,20180122,16,2.0,87,1.9,140,0.0,0.03,0.0,0.0,4,0,1,1
1265,20180122,17,1.3,93,1.2,81,0.2,0.03,0.0,0.2,4,0,1,1
1266,20180122,18,1.1,96,3.0,187,0.5,0.0,3.3,1.0,4,0,1,1
1267,20180122,19,-0.1,88,3.2,582,-1.8,0.0,0.0,1.0,4,0,1,1
1268,20180122,20,-0.8,85,2.9,836,-3.0,0.0,0.0,1.0,4,0,1,1
1269,20180122,21,-1.8,85,2.9,590,-3.9,0.0,0.0,1.0,4,0,1,1
1270,20180122,22,-3.2,81,3.9,492,-6.0,0.0,0.0,1.0,4,0,1,1
1271,20180122,23,-4.2,79,2.9,554,-7.3,0.0,0.0,1.0,4,0,1,1
1272,20180123,0,-5.3,77,3.8,894,-8.7,0.0,0.0,1.0,4,0,1,1
1273,20180123,1,-6.0,76,3.1,1178,-9.5,0.0,0.0,1.0,4,0,1,1
1274,20180123,2,-7.5,65,3.9,2000,-12.9,0.0,0.0,1.0,4,0,1,1
1275,20180123,3,-8.6,68,3.3,2000,-13.4,0.0,0.0,1.0,4,0,1,1
1276,20180123,4,-9.5,49,4.3,2000,-18.2,0.0,0.0,1.0,4,0,1,1
1277,20180123,5,-10.5,46,3.0,2000,-19.9,0.0,0.0,1.0,4,0,1,1
1278,20180123,6,-11.5,47,3.2,2000,-20.5,0.0,0.0,1.0,4,0,1,1
1279,20180123,7,-12.5,41,4.5,2000,-23.0,0.0,0.0,1.0,4,0,1,1
1280,20180123,8,-13.0,41,4.0,2000,-23.5,0.0,0.0,1.0,4,0,1,1
1281,20180123,9,-13.3,36,3.5,2000,-25.2,0.19,0.0,1.0,4,0,1,1
1282,20180123,10,-12.1,34,3.5,1968,-24.8,0.62,0.0,1.0,4,0,1,1
1283,20180123,11,-11.7,27,4.0,1935,-26.9,0.94,0.0,1.0,4,0,1,1
1284,20180123,12,-11.3,27,3.7,1955,-26.6,1.18,0.0,1.0,4,0,1,1
1285,20180123,13,-11.0,27,4.0,1959,-26.3,1.26,0.0,1.0,4,0,1,1
1286,20180123,14,-10.4,30,4.3,2000,-24.6,1.22,0.0,1.0,4,0,1,1
1287,20180123,15,-9.7,32,3.6,2000,-23.3,1.04,0.0,1.0,4,0,1,1
1288,20180123,16,-10.1,34,4.3,2000,-23.0,0.74,0.0,1.0,4,0,1,1
1289,20180123,17,-10.6,38,3.5,2000,-22.2,0.38,0.0,0.9,4,0,1,1
1290,20180123,18,-11.5,43,2.4,2000,-21.6,0.05,0.0,0.9,4,0,1,1
1291,20180123,19,-12.0,47,3.2,2000,-21.0,0.0,0.0,0.9,4,0,1,1
1292,20180123,20,-12.5,52,3.0,2000,-20.3,0.0,0.0,0.9,4,0,1,1
1293,20180123,21,-13.2,49,4.1,2000,-21.6,0.0,0.0,0.9,4,0,1,1
1294,20180123,22,-13.9,45,4.0,2000,-23.2,0.0,0.0,0.9,4,0,1,1
1295,20180123,23,-14.3,38,4.0,2000,-25.5,0.0,0.0,0.9,4,0,1,1
1296,20180124,0,-14.6,34,3.9,2000,-27.0,0.0,0.0,0.9,4,0,1,1
1297,20180124,1,-15.0,31,2.5,2000,-28.3,0.0,0.0,0.9,4,0,1,1
1298,20180124,2,-15.2,32,3.1,2000,-28.2,0.0,0.0,0.9,4,0,1,1
1299,20180124,3,-15.2,30,3.4,2000,-28.9,0.0,0.0,0.9,4,0,1,1
1300,20180124,4,-15.4,30,2.5,2000,-29.1,0.0,0.0,0.9,4,0,1,1
1301,20180124,5,-15.6,29,3.7,2000,-29.6,0.0,0.0,0.9,4,0,1,1
1302,20180124,6,-15.7,29,2.5,2000,-29.7,0.0,0.0,0.9,4,0,1,1
1303,20180124,7,-15.9,30,3.0,2000,-29.5,0.0,0.0,0.9,4,0,1,1
1304,20180124,8,-16.2,30,1.6,2000,-29.8,0.0,0.0,0.9,4,0,1,1
1305,20180124,9,-15.8,27,3.4,2000,-30.5,0.2,0.0,0.9,4,0,1,1
1306,20180124,10,-14.5,24,4.6,1902,-30.6,0.61,0.0,0.9,4,0,1,1
1307,20180124,11,-13.1,25,3.8,1964,-29.0,0.96,0.0,0.9,4,0,1,1
1308,20180124,12,-12.2,26,4.0,2000,-27.8,1.17,0.0,0.9,4,0,1,1
1309,20180124,13,-12.0,25,6.0,1887,-28.0,1.27,0.0,0.9,4,0,1,1
1310,20180124,14,-11.1,26,3.8,1980,-26.8,1.25,0.0,0.8,4,0,1,1
1311,20180124,15,-10.8,29,3.8,2000,-25.4,1.06,0.0,0.7,4,0,1,1
1312,20180124,16,-11.2,30,4.7,2000,-25.3,0.77,0.0,0.7,4,0,1,1
1313,20180124,17,-11.8,26,3.5,2000,-27.4,0.39,0.0,0.7,4,0,1,1
1314,20180124,18,-13.0,29,3.4,2000,-27.3,0.05,0.0,0.7,4,0,1,1
1315,20180124,19,-13.8,32,2.2,2000,-26.9,0.0,0.0,0.7,4,0,1,1
1316,20180124,20,-14.3,37,1.3,2000,-25.8,0.0,0.0,0.7,4,0,1,1
1317,20180124,21,-14.7,40,3.2,1933,-25.3,0.0,0.0,0.7,4,0,1,1
1318,20180124,22,-15.2,45,4.0,2000,-24.4,0.0,0.0,0.7,4,0,1,1
1319,20180124,23,-15.7,43,3.6,2000,-25.4,0.0,0.0,0.7,4,0,1,1
1320,20180125,0,-15.9,43,3.8,2000,-25.6,0.0,0.0,0.7,4,0,1,1
1321,20180125,1,-16.1,42,2.2,2000,-26.0,0.0,0.0,0.7,4,0,1,1
1322,20180125,2,-16.0,42,1.3,2000,-25.9,0.0,0.0,0.7,4,0,1,1
1323,20180125,3,-16.0,40,1.9,2000,-26.5,0.0,0.0,0.7,4,0,1,1
1324,20180125,4,-15.9,37,2.4,1985,-27.2,0.0,0.0,0.7,4,0,1,1
1325,20180125,5,-15.8,37,2.7,2000,-27.1,0.0,0.0,0.7,4,0,1,1
1326,20180125,6,-16.1,33,3.0,2000,-28.7,0.0,0.0,0.7,4,0,1,1
1327,20180125,7,-16.2,33,2.2,2000,-28.7,0.0,0.0,0.7,4,0,1,1
1328,20180125,8,-16.4,32,3.3,2000,-29.2,0.01,0.0,0.6,4,0,1,1
1329,20180125,9,-16.2,33,2.9,2000,-28.7,0.19,0.0,0.6,4,0,1,1
1330,20180125,10,-15.3,33,2.4,2000,-27.9,0.56,0.0,0.6,4,0,1,1
1331,20180125,11,-13.8,25,3.5,1996,-29.6,0.91,0.0,0.6,4,0,1,1
1332,20180125,12,-12.8,25,3.2,1981,-28.7,1.16,0.0,0.6,4,0,1,1
1333,20180125,13,-11.4,27,3.9,2000,-26.7,1.26,0.0,0.6,4,0,1,1
1334,20180125,14,-10.4,25,2.3,1981,-26.7,1.21,0.0,0.5,4,0,1,1
1335,20180125,15,-9.7,28,3.7,2000,-24.8,1.0,0.0,0.5,4,0,1,1
1336,20180125,16,-9.6,31,2.6,1973,-23.6,0.66,0.0,0.5,4,0,1,1
1337,20180125,17,-10.9,32,4.0,2000,-24.4,0.28,0.0,0.5,4,0,1,1
1338,20180125,18,-11.8,33,4.0,2000,-24.8,0.04,0.0,0.5,4,0,1,1
1339,20180125,19,-12.7,33,3.7,2000,-25.6,0.0,0.0,0.5,4,0,1,1
1340,20180125,20,-13.5,33,2.4,2000,-26.3,0.0,0.0,0.5,4,0,1,1
1341,20180125,21,-14.1,35,2.2,2000,-26.2,0.0,0.0,0.5,4,0,1,1
1342,20180125,22,-14.6,35,2.5,2000,-26.7,0.0,0.0,0.5,4,0,1,1
1343,20180125,23,-14.9,35,2.8,2000,-26.9,0.0,0.0,0.5,4,0,1,1
1344,20180126,0,-15.1,34,1.7,2000,-27.4,0.0,0.0,0.5,4,0,1,1
1345,20180126,1,-15.3,34,1.7,2000,-27.6,0.0,0.0,0.5,4,0,1,1
1346,20180126,2,-15.6,33,2.2,2000,-28.2,0.0,0.0,0.5,4,0,1,1
1347,20180126,3,-15.9,34,2.9,2000,-28.2,0.0,0.0,0.5,4,0,1,1
1348,20180126,4,-16.4,36,1.5,2000,-28.0,0.0,0.0,0.5,4,0,1,1
1349,20180126,5,-16.9,38,2.3,2000,-27.9,0.0,0.0,0.5,4,0,1,1
1350,20180126,6,-17.4,40,1.6,2000,-27.7,0.0,0.0,0.5,4,0,1,1
1351,20180126,7,-17.5,38,3.4,2000,-28.4,0.0,0.0,0.5,4,0,1,1
1352,20180126,8,-17.8,40,2.5,2000,-28.1,0.0,0.0,0.5,4,0,1,1
1353,20180126,9,-17.5,37,3.8,1941,-28.7,0.21,0.0,0.5,4,0,1,1
1354,20180126,10,-16.5,33,3.4,1703,-29.0,0.62,0.0,0.5,4,0,1,1
1355,20180126,11,-15.6,31,3.3,1808,-28.9,0.93,0.0,0.5,4,0,1,1
1356,20180126,12,-14.4,30,2.7,1906,-28.2,1.17,0.0,0.5,4,0,1,1
1357,20180126,13,-13.3,28,2.7,1889,-27.9,1.26,0.0,0.5,4,0,1,1
1358,20180126,14,-12.1,27,2.5,1879,-27.3,1.25,0.0,0.4,4,0,1,1
